,date,no2,o3,pm2.5,pm10,AQI_PM25,AQI_PM10,AQI_NO2,AQI_O3,AQI_day_max
1804,2019-12-10,50.84885340314136,1.4484033540047166e-05,26.0,37.4,80,105,47,0,105
1805,2019-12-11,69.8951937172775,1.3774148397239933e-05,33.5,45.1,96,125,67,0,125
1806,2019-12-12,61.6542722513089,1.4250019652371384e-05,60.8,90.1,154,169,58,0,169
1807,2019-12-13,61.0089109947644,1.577830159839287e-05,16.4,34.69,60,98,58,0,98
1808,2019-12-14,54.44279581151833,1.7766767839986023e-05,17.9,40.59,63,113,51,0,113
1809,2019-12-15,48.74220418848168,1.7790300462922525e-05,13.207603881760194,23.091,53,74,45,0,74
1810,2019-12-16,57.186565445026176,1.6123875447637348e-05,19.0,39.373,66,110,54,0,110
1811,2019-12-17,69.06867015706806,1.3084306489649751e-05,23.4,30.015,75,89,67,0,89
1812,2019-12-18,58.99812565445026,1.2071117564852825e-05,24.0,26.6,76,81,55,0,81
1813,2019-12-19,45.60904712041885,1.6385343698139576e-05,21.2,27.774,70,84,42,0,84
1814,2019-12-20,58.54785340314137,1.3857817276618046e-05,14.0,21.0,55,70,55,0,70
1815,2019-12-21,47.43966492146597,1.7311376539435757e-05,13.5,36.724,54,104,44,0,104
1816,2019-12-22,54.13944502617801,1.689607826011005e-05,16.3,31.032,60,91,51,0,91
1817,2019-12-23,48.829596858638745,1.2565001310158092e-05,16.3,32.857,60,95,45,0,95
1818,2019-12-24,39.95183246073299,1.4642222028124728e-05,16.0,51.173,59,139,37,0,139
1819,2019-12-25,50.83308376963351,1.5201764346231113e-05,39.7,42.4,111,118,47,0,118
1820,2019-12-26,41.57396335078535,1.4871006201414974e-05,25.708,43.232,80,120,39,0,120
1821,2019-12-27,40.279235602094246,1.076377631234169e-05,41.3,34.899,115,99,38,0,115
1822,2019-12-28,37.909910994764395,1.2397953969779021e-05,24.0,39.2,76,110,35,0,110
1823,2019-12-29,42.62348167539267,1.259754126997991e-05,97.6,31.0,173,91,40,0,173
1824,2019-12-30,39.59223036649215,1.076377631234169e-05,32.5,36.2,94,103,37,0,103
1825,2019-12-31,31.765115183246078,1.076377631234169e-05,35.0,44.657,99,123,29,0,123
1826,2020-01-01,40.05004188481676,1.076377631234169e-05,70.347,82.37,159,165,38,0,165
1827,2020-01-02,37.65079057591623,1.4740272076163856e-05,18.8,25.132,65,78,35,0,78
1828,2020-01-03,54.2885497382199,1.526320857716831e-05,16.0,28.999,59,86,51,0,86
1829,2020-01-04,42.55680104712042,1.326218228666259e-05,21.4,30.415,70,89,40,0,89
1830,2020-01-05,47.00550261780105,1.280105031007075e-05,16.0,20.6367302871609,59,69,44,0,69
1831,2020-01-06,42.33884293193717,1.6309081579177223e-05,14.859,54.631,57,148,40,0,148
1832,2020-01-07,44.28411518324608,1.2825017468774565e-05,17.0,52.39,61,142,42,0,142
1833,2020-01-08,47.07039267015707,1.2768366232858764e-05,23.0,50.05496296296297,74,137,44,0,137
1834,2020-01-09,57.808340314136125,1.4892796314088567e-05,16.0,49.60340740740741,59,136,54,0,136
1835,2020-01-10,53.82883769633508,1.4106618481963491e-05,17.1,22.691,62,73,50,0,73
1836,2020-01-11,37.51698952879581,1.6537867936064285e-05,13.336573428309052,38.965,54,109,35,0,109
1837,2020-01-12,44.726591623036654,1.6625024019565024e-05,13.341350078181232,22.074,54,72,42,0,72
1838,2020-01-13,48.53966492146597,1.701722639531837e-05,13.346126728053411,25.332,54,79,45,0,79
1839,2020-01-14,47.921623036649216,1.719153856231985e-05,13.350903377925592,47.915,54,132,44,0,132
1840,2020-01-15,59.46457068062828,1.7474794741898856e-05,14.0,37.948,55,107,56,0,107
1841,2020-01-16,44.761162303664925,1.4391647742160886e-05,13.4,45.065,54,124,42,0,124
1842,2020-01-17,54.86530890052356,1.5060570792208929e-05,14.0,45.065,55,124,51,0,124
1843,2020-01-18,43.84982198952879,1.3295661193117304e-05,21.413,35.099,71,99,41,0,99
1844,2020-01-19,48.09104712041885,1.1107170931959122e-05,38.0,49.34,107,135,45,0,135
1845,2020-01-20,60.826261780104716,1.076377631234169e-05,41.0,52.2,115,142,57,0,142
1846,2020-01-21,75.55237696335078,1.076377631234169e-05,45.4,58.8,125,153,73,0,153
1847,2020-01-22,50.446293193717274,1.076377631234169e-05,52.0,52.025,142,142,47,0,142
1848,2020-01-23,41.90403664921466,1.076377631234169e-05,29.0,37.54,87,106,39,0,106
1849,2020-01-24,54.326319371727756,1.076377631234169e-05,28.6,39.4,86,110,51,0,110
1850,2020-01-25,43.27161780104713,1.1199556729845402e-05,32.4,52.19,93,142,41,0,142
1851,2020-01-26,41.969863874345556,1.3233199406061665e-05,34.547,48.805,98,134,39,0,134
1852,2020-01-27,65.4971832460733,1.576435714909599e-05,13.412999826263931,22.691,54,73,63,0,73
1853,2020-01-28,60.4408219895288,1.7910575159402567e-05,13.41777647613611,21.874,54,71,57,0,71
1854,2020-01-29,68.5513664921466,1.4718484147087083e-05,13.42255312600829,39.165,54,110,66,0,110
1855,2020-01-30,56.77484816753927,1.48455869508254e-05,13.42732977588047,28.382,54,85,53,0,85
1856,2020-01-31,50.05626701570681,1.4569591230675167e-05,13.43210642575265,20.808639646571194,54,69,47,0,69
1857,2020-02-01,53.32686387434555,1.73985326229365e-05,14.0,43.44,55,120,50,0,120
1858,2020-02-02,53.95062303664921,1.5862407197135123e-05,19.0,54.015,66,147,50,0,147
1859,2020-02-03,53.457277486910996,1.6134769412175734e-05,16.0,49.34,59,135,50,0,135
1860,2020-02-04,44.9941780104712,1.5884197309808715e-05,17.0,62.0,61,154,42,0,154
1861,2020-02-05,71.03359685863875,1.3990496738969451e-05,126.7,52.2,188,142,69,0,188
1862,2020-02-06,63.191492146596865,1.4119224105720099e-05,136.5,55.7,193,151,61,0,193
1863,2020-02-07,47.076764397905755,1.4247951472470747e-05,92.7,48.4,170,133,44,0,170
1864,2020-02-08,49.20735602094241,1.6047613328674995e-05,20.0,30.918,68,91,46,0,91
1865,2020-02-09,29.422895287958116,1.8019521355576906e-05,15.0,34.783,57,99,27,0,99
1866,2020-02-10,66.10174869109947,1.6701283954930564e-05,14.0,29.8,55,88,64,0,88
1867,2020-02-11,52.06251832460733,1.7271429819198182e-05,16.0,37.682,59,106,49,0,106
1868,2020-02-12,63.901104712041885,1.6080297405886978e-05,15.0,36.716,57,104,61,0,104
1869,2020-02-13,58.24925654450262,1.8945554196873087e-05,13.49420287409099,34.783,54,99,55,0,99
1870,2020-02-14,59.841910994764405,1.597135339330946e-05,15.3,41.547,58,116,56,0,116
1871,2020-02-15,32.14259162303665,1.527777040647593e-05,13.503756173835349,20.90781812315405,54,70,30,0,70
1872,2020-02-16,54.789057591623035,1.8869292077910735e-05,13.508532823707528,20.91443002159291,54,70,51,0,70
1873,2020-02-17,61.49534031413613,1.706806708009433e-05,14.0,32.851,55,95,58,0,95
1874,2020-02-18,62.91604712041885,1.652697178792908e-05,13.518086123451887,22.223,54,72,60,0,72
1875,2020-02-19,62.51490052356021,1.755105686086121e-05,15.0,32.1,57,93,60,0,93
1876,2020-02-20,51.527,1.816114944536641e-05,13.527639423196248,20.940877615348338,54,70,48,0,70
1877,2020-02-21,55.101392670157075,1.810667743907765e-05,14.0,29.2,55,87,52,0,87
1878,2020-02-22,44.14506282722513,1.8128465368154422e-05,14.0,26.1,55,80,42,0,80
1879,2020-02-23,52.355842931937175,1.776531574810027e-05,13.541969372812787,23.189,54,74,49,0,74
1880,2020-02-24,56.21612041884817,1.6036719364136605e-05,13.546746022684967,26.087,54,80,53,0,80
1881,2020-02-25,75.32258115183247,1.6690389990392174e-05,13.551522672557148,20.973937107542625,54,70,73,0,73
1882,2020-02-26,49.61670680628273,1.660323390689143e-05,24.0,31.885,76,92,46,0,92
1883,2020-02-27,65.0540052356021,1.641802777535156e-05,24.0,26.2,76,80,63,0,80
1884,2020-02-28,53.52886387434555,1.672307406760416e-05,16.0,40.58,59,113,50,0,113
1885,2020-02-29,59.17915183246073,1.8912870119661108e-05,24.0,51.75,76,141,56,0,141
1886,2020-03-01,58.68686910994765,1.9479384662415935e-05,13.575405921918046,21.00699659973691,54,70,55,0,70
1887,2020-03-02,70.97080104712042,1.7039014324395142e-05,13.580182571790226,29.999,54,88,68,0,88
1888,2020-03-03,68.94412565445026,1.5546466940344134e-05,18.0,36.716,63,104,66,0,104
1889,2020-03-04,76.55721465968587,1.6537867936064285e-05,21.0,38.648,70,109,74,0,109
1890,2020-03-05,39.02247643979057,1.5535572975805748e-05,18.0,36.716,63,104,37,0,104
1891,2020-03-06,65.61428795811518,1.799773124290331e-05,37.2,57.4,105,152,63,0,152
1892,2020-03-07,52.864696335078534,1.8531561708446154e-05,31.0,43.1,91,120,49,0,120
1893,2020-03-08,51.27193193717277,1.8912870119661108e-05,15.0,30.918,57,91,48,0,91
1894,2020-03-09,67.47455497382198,1.6138400733688532e-05,13.613619120895486,31.885,54,92,65,0,92
1895,2020-03-10,49.140115183246074,1.5851513232596736e-05,13.618395770767666,21.066503685686627,54,70,46,0,70
1896,2020-03-11,71.69816230366493,1.929417853087606e-05,13.623172420639845,21.073115584125485,54,70,69,0,70
1897,2020-03-12,57.16576439790576,1.881118875010918e-05,13.627949070512026,24.2,54,76,54,0,76
1898,2020-03-13,65.77779581151833,1.6134769412175734e-05,13.632725720384206,26.087,54,80,63,0,80
1899,2020-03-14,49.834041884816756,1.6937332954843218e-05,13.637502370256385,28.02,54,84,46,0,84
1900,2020-03-15,52.17333507853404,1.8128465368154422e-05,13.642279020128566,21.099563177880913,54,70,49,0,70
1901,2020-03-16,66.05384293193718,1.5993141322386232e-05,14.0,28.02,55,84,64,0,84
1902,2020-03-17,49.824256544502624,1.611298148309896e-05,15.557,32.851,58,95,46,0,95
1903,2020-03-18,51.08153403141362,1.576435714909599e-05,17.0,28.986,61,86,48,0,86
1904,2020-03-19,49.68542408376963,1.3389352781902349e-05,22.0,29.952,72,88,46,0,88
1905,2020-03-20,25.12224607329843,1.5993141322386232e-05,13.666162269489465,25.121,54,78,24,0,78
1906,2020-03-21,28.34479057591623,1.651607782339069e-05,16.0,36.716,59,104,26,0,104
1907,2020-03-22,24.174314136125655,1.5393942702419426e-05,17.0,44.445,61,123,23,0,123
1908,2020-03-23,51.78123036649215,1.4674906105336711e-05,55.918,70.105,151,159,48,0,159
1909,2020-03-24,45.553120418848174,2.110266617171805e-05,34.1,44.445,97,123,42,0,123
1910,2020-03-25,47.68040314136126,1.9708168835706173e-05,35.0,80.133,99,164,44,0,164
1911,2020-03-26,32.532120418848166,2.2344641453402044e-05,43.0,53.141,119,144,30,0,144
1912,2020-03-27,35.78002094240838,2.4164025242379246e-05,47.7,57.006,131,152,33,0,152
1913,2020-03-28,14.75390052356021,2.281310594811774e-05,31.0,67.8,91,157,13,0,157
1914,2020-03-29,9.458287958115184,1.9054498209450607e-05,13.709152118339084,27.054,54,82,8,0,82
1915,2020-03-30,19.714879581151834,1.9076288322124203e-05,13.713928768211263,21.198741654463774,54,70,18,0,70
1916,2020-03-31,29.8332722513089,1.904360424491222e-05,15.3,51.209,58,140,27,0,140
1917,2020-04-01,42.2412670157068,1.849887981483099e-05,26.0,42.513,80,118,40,0,118
1918,2020-04-02,56.35457068062828,1.849887981483099e-05,13.728258717827803,22.223,54,72,53,0,72
1919,2020-04-03,47.29464397905759,1.9381334614376798e-05,31.0,64.735,91,156,44,0,156
1920,2020-04-04,34.368178010471205,2.103730020089091e-05,33.5,37.682,96,106,32,0,106
1921,2020-04-05,45.58204188481675,2.3543036509738844e-05,26.7,29.952,81,88,42,0,88
1922,2020-04-06,56.352586387434556,2.1789020875185607e-05,26.3,23.189,81,74,53,0,81
1923,2020-04-07,48.502209424083766,2.2780421870905755e-05,37.0,56.475,105,151,45,0,151
1924,2020-04-08,50.547963350785345,2.5565785221416717e-05,81.2,74.397,164,161,47,0,164
1925,2020-04-09,44.88259685863874,2.5068267971001835e-05,82.0,102.417,165,175,42,0,175
1926,2020-04-10,41.151738219895286,2.5373314263254433e-05,49.0,66.668,134,157,39,0,157
1927,2020-04-11,50.126963350785346,2.8696141584417853e-05,41.0,58.938,115,153,47,0,153
1928,2020-04-12,25.05662827225131,2.7879052755699188e-05,40.585,62.803,113,155,24,0,155
1929,2020-04-13,11.846848167539267,1.9860693073630885e-05,14.0,27.054,55,82,10,0,82
1930,2020-04-14,39.773664921465965,2.0873881998427813e-05,14.0,34.783,55,99,37,0,99
1931,2020-04-15,45.56848167539267,2.21158572801118e-05,33.0,49.45,95,135,42,0,135
1932,2020-04-16,44.62416753926701,2.0220211372172243e-05,51.0,76.33,139,162,42,0,162
1933,2020-04-17,27.22328272251309,1.9544752816839897e-05,22.658,59.904,73,153,25,0,153
1934,2020-04-18,30.024115183246074,1.675575814481614e-05,25.281,47.344,79,130,28,0,130
1935,2020-04-19,20.056743455497383,2.28675779544065e-05,20.9,32.851,69,95,19,0,95
1936,2020-04-20,21.008371727748692,2.3248886365621452e-05,17.7,38.648,63,109,20,0,109
1937,2020-04-21,24.891094240837695,2.5013795964713075e-05,17.0,54.107,61,147,23,0,147
1938,2020-04-22,25.634832460732987,2.538421041138964e-05,22.2,45.411,72,125,24,0,125
1939,2020-04-23,42.3138219895288,2.846735522753079e-05,36.9,55.073,104,149,40,0,149
1940,2020-04-24,29.179717277486912,3.065715346318456e-05,42.0,44.445,117,123,27,0,123
1941,2020-04-25,24.278926701570683,2.134234649314351e-05,23.0,33.817,74,97,23,0,97
1942,2020-04-26,29.06343455497382,2.5569416542929515e-05,23.8,32.08878431372549,76,93,27,0,93
1943,2020-04-27,39.110397905759164,2.1091772207179668e-05,27.0,42.513,82,118,37,0,118
1944,2020-04-28,24.74040837696335,1.807036204035287e-05,17.1,23.189,62,74,23,0,74
1945,2020-04-29,33.95548167539267,1.6581445977814658e-05,13.85722826437666,26.087,55,80,31,0,80
1946,2020-04-30,31.45432984293194,1.763458162284916e-05,13.86200491424884,23.189,55,74,29,0,74
1947,2020-05-01,42.868795811518325,1.7082592366145515e-05,13.86678156412102,21.41032240450721,55,71,40,0,71
1948,2020-05-02,38.40846073298429,2.05797296707136e-05,19.0,23.189,66,74,36,0,74
1949,2020-05-03,33.643219895287956,1.9991427198881998e-05,78.3,26.087,163,80,31,0,163
1950,2020-05-04,47.94875916230367,2.1298768451393134e-05,21.0,46.378,70,128,44,0,128
1951,2020-05-05,41.34294764397906,2.04381015809241e-05,13.88588816360974,33.817,55,97,39,0,97
1952,2020-05-06,58.04486387434555,2.3227096252947856e-05,23.0,37.682,74,106,55,0,106
1953,2020-05-07,45.537821989528794,2.7178172766180454e-05,32.0,44.445,93,123,42,0,123
1954,2020-05-08,57.31051832460733,2.840198925670364e-05,37.4,38.648,105,109,54,0,109
1955,2020-05-09,55.45865968586388,3.010153288496812e-05,52.0,53.185,142,144,52,0,144
1956,2020-05-10,59.55776963350786,2.4854009083762774e-05,31.0,42.513,91,118,56,0,118
1957,2020-05-11,33.25690575916231,1.698091099659359e-05,13.914548062842819,59.904,55,153,31,0,153
1958,2020-05-12,35.11725130890052,1.9490278626954318e-05,13.919324712715,38.648,55,109,33,0,109
1959,2020-05-13,36.93015183246074,1.9261494453664076e-05,14.0,24.155,55,76,34,0,76
1960,2020-05-14,42.2903664921466,1.9599224823128654e-05,15.0,23.189,57,74,40,0,74
1961,2020-05-15,30.65252879581152,2.146218665385623e-05,17.0,30.918,61,91,28,0,91
1962,2020-05-16,38.72162827225131,2.067778190234955e-05,29.1,23.189,87,74,36,0,87
1963,2020-05-17,44.356596858638746,2.061241374792558e-05,23.0,21.516112779528925,74,71,42,0,74
1964,2020-05-18,54.8290942408377,2.2006911083937463e-05,15.0,36.673,57,104,51,0,104
1965,2020-05-19,54.91358115183246,2.0448995545462486e-05,14.9,27.054,57,82,51,0,82
1966,2020-05-20,42.22832460732984,2.215943532186217e-05,17.0,31.885,61,92,40,0,92
1967,2020-05-21,41.14472251308901,2.8826875709668965e-05,29.3,33.7,87,96,39,0,96
1968,2020-05-22,27.674272251308903,2.4650646344658923e-05,39.0,83.87,110,166,25,0,166
1969,2020-05-23,16.815921465968586,1.6733968032142544e-05,153.0,105.59,203,177,15,0,203
1970,2020-05-24,36.05503141361257,1.799773124290331e-05,24.7,29.952,77,88,34,0,88
1971,2020-05-25,24.49546596858639,2.349945846798847e-05,21.0,28.02,70,84,23,0,84
1972,2020-05-26,32.993869109947646,2.4164025242379246e-05,18.0,31.52,63,92,30,0,92
1973,2020-05-27,32.146010471204185,2.28675779544065e-05,21.9,34.783,71,99,30,0,99
1974,2020-05-28,31.817968586387437,1.8313671499694298e-05,25.0,49.276,78,135,29,0,135
1975,2020-05-29,29.97970157068063,2.1549342737356975e-05,14.000527760542058,37.08,55,105,27,0,105
1976,2020-05-30,19.55501047120419,2.5416892305004803e-05,20.6,42.513,69,118,18,0,118
1977,2020-05-31,16.33274869109948,2.395702899816578e-05,16.0,63.769,59,155,15,0,155
1978,2020-06-01,28.7342722513089,2.5166320202637784e-05,15.0,30.918,57,91,26,0,91
1979,2020-06-02,45.21348167539267,2.458890951174775e-05,17.0,56.995,61,152,42,0,152
1980,2020-06-03,36.453429319371736,2.017663333042187e-05,26.5,47.085,81,129,34,0,129
1981,2020-06-04,38.77681151832461,1.641802777535156e-05,14.029187659775136,105.908,55,177,36,0,177
1982,2020-06-05,44.92984816753927,1.6930070311817626e-05,15.306,132.325,58,191,42,0,191
1983,2020-06-06,44.86224607329844,1.4671274783823915e-05,14.038740959519496,21.648350748306072,55,71,42,0,71
1984,2020-06-07,32.078842931937174,1.5056214516551665e-05,14.2,21.65496264674493,55,71,30,0,71
1985,2020-06-08,18.659099476439792,1.502353043933968e-05,24.6,76.33,77,162,17,0,162
1986,2020-06-09,26.930026178010472,1.904360424491222e-05,16.0,29.952,59,88,25,0,88
1987,2020-06-10,37.37614659685864,1.6617759192942616e-05,20.0,28.9,68,86,35,0,86
1988,2020-06-11,29.39856544502618,1.9435806620665558e-05,32.0,45.411,93,125,27,0,125
1989,2020-06-12,29.407424083769634,1.8193833522578392e-05,32.0,44.445,93,123,27,0,123
1990,2020-06-13,36.05762827225131,1.9806221067342126e-05,22.3,30.918,72,91,34,0,91
1991,2020-06-14,27.02995811518325,1.879302995894838e-05,42.0,40.58,117,113,25,0,117
1992,2020-06-15,42.0344554973822,1.983890296095729e-05,18.3,26.087,64,80,40,0,80
1993,2020-06-16,40.69573821989529,1.957743471045506e-05,21.0,31.885,70,92,38,0,92
1994,2020-06-17,37.32104712041885,1.794325923661455e-05,25.9,28.02,80,84,35,0,84
1995,2020-06-18,39.3724607329843,1.9032710280373834e-05,16.0,21.72769352957236,59,71,37,0,71
1996,2020-06-19,27.839361256544503,1.7460269455847672e-05,14.100837407857835,21.73430542801122,55,71,25,0,71
1997,2020-06-20,22.720209424083773,1.4914584243165342e-05,14.105614057730016,23.189,55,74,21,0,74
1998,2020-06-21,37.64047120418848,1.3814239234867673e-05,14.110390707602194,28.02,55,84,35,0,84
1999,2020-06-22,35.606628272251314,1.809578129094244e-05,31.0,28.986,91,86,33,0,91
2000,2020-06-23,45.040397905759164,2.5166320202637784e-05,69.0,39.614,158,111,42,0,158
2001,2020-06-24,50.6088167539267,3.797826447724692e-05,26.6,46.378,81,128,47,0,128
2002,2020-06-25,57.958198952879584,3.879535112236877e-05,25.7,44.445,79,123,54,0,123
2003,2020-06-26,49.02376963350786,3.0243160974757617e-05,34.5,41.547,98,116,46,0,116
2004,2020-06-27,17.59124607329843,1.5088896410166829e-05,14.139050606835275,21.787200615522075,55,71,16,0,71
2005,2020-06-28,17.08155497382199,1.4511487902873616e-05,14.143827256707453,21.793812513960933,55,71,16,0,71
2006,2020-06-29,30.78688481675393,1.4522381867412e-05,14.148603906579634,29.175,55,87,28,0,87
2007,2020-06-30,29.78889005235602,1.2971731155559438e-05,14.153380556451813,56.2,55,151,27,0,151
2008,2020-07-01,30.60550261780105,1.0948982443881562e-05,14.158157206323994,43.479,55,120,28,0,120
2009,2020-07-02,36.52789005235602,1.3443826971787928e-05,14.162933856196174,22.223,55,72,34,0,72
2010,2020-07-03,26.527502617801048,1.503442440387807e-05,14.167710506068353,27.7,55,84,25,0,84
2011,2020-07-04,15.991094240837697,1.1384762861385273e-05,14.172487155940534,21.833483904594075,55,71,14,0,71
2012,2020-07-05,17.522769633507856,1.4794746266049435e-05,14.177263805812713,29.952,55,88,16,0,88
2013,2020-07-06,29.31544502617801,1.4947268320377326e-05,14.182040455684893,25.121,55,78,27,0,78
2014,2020-07-07,46.3365445026178,1.4315387806795355e-05,14.186817105557072,21.853319599910648,55,71,43,0,71
2015,2020-07-08,29.31898429319372,1.076377631234169e-05,14.191593755429253,21.859931498349507,55,71,27,0,71
2016,2020-07-09,26.58187434554974,1.0796460389553672e-05,14.196370405301433,21.866543396788362,55,71,25,0,71
2017,2020-07-10,19.60088481675393,1.3563664948903835e-05,14.201147055173612,21.87315529522722,55,71,18,0,71
2018,2020-07-11,31.67481151832461,1.5546466940344134e-05,15.6,23.189,58,74,29,0,74
2019,2020-07-12,30.946507853403144,2.3728244824875536e-05,21.4,24.155,70,76,28,0,76
2020,2020-07-13,34.963251308900524,1.8782135994409992e-05,14.215477004790152,57.195,55,152,32,0,152
2021,2020-07-14,18.701712041884818,1.3846923312079658e-05,14.220253654662333,21.89960288898265,55,71,17,0,71
2022,2020-07-15,32.343780104712046,1.185322735610097e-05,15.592,136.145,58,193,30,0,193
2023,2020-07-16,18.677198952879582,1.1744283343523453e-05,14.229806954406692,21.912826685860363,55,72,17,0,72
2024,2020-07-17,44.08542408376963,1.5154264564590793e-05,17.588,28.02,62,84,42,0,84
